ID,Date,Element,Data_Value
USC00365790,04/02/07,TMAX,78
USC00367409,12/20/05,TMAX,-39
USC00365790,04/23/12,TMIN,6
USC00365790,04/23/12,TMAX,61
USC00367409,12/20/05,TMIN,-111
USC00368449,09/13/15,TMIN,128
USC00368449,05/25/09,TMIN,161
USC00367477,12/26/07,TMAX,33
USC00360147,06/08/14,TMAX,272
USC00365790,06/28/15,TMIN,111
USC00365109,08/07/06,TMAX,306
USC00361480,12/23/14,TMAX,6
USC00365109,08/07/06,TMIN,161
USC00361480,12/23/14,TMIN,-89
USC00365109,01/02/05,TMIN,-28
USC00365109,12/09/09,TMIN,0
USC00365109,08/11/08,TMIN,133
USC00365109,08/11/08,TMAX,261
USC00365109,12/09/09,TMAX,50
USC00364853,06/11/05,TMIN,206
USC00368469,11/08/13,TMAX,100
USC00368469,11/08/13,TMIN,-6
USC00365790,12/11/05,TMIN,-167
USC00367477,11/16/05,TMAX,178
USC00365790,12/11/05,TMAX,-33
USC00367477,11/16/05,TMIN,67
USC00361480,10/18/15,TMAX,83
USC00361480,10/18/15,TMIN,-6
USC00368469,06/13/15,TMAX,311
USC00368469,06/13/15,TMIN,161
USC00365790,08/14/08,TMIN,122
USC00365790,08/14/08,TMAX,278
USC00360147,06/08/14,TMIN,111
USC00365790,10/22/12,TMIN,-11
USC00361480,12/25/15,TMIN,-11
USC00360147,03/30/06,TMAX,189
USC00360147,03/30/06,TMIN,-17
USC00361480,12/25/15,TMAX,161
USC00365790,10/22/12,TMAX,144
USC00365109,01/02/05,TMAX,156
USC00365109,06/26/14,TMIN,183
USC00367409,12/12/05,TMIN,-83
USC00365109,06/26/14,TMAX,278
USC00361480,04/23/12,TMAX,172
USC00361480,05/03/08,TMIN,11
USC00360147,05/03/07,TMIN,33
USC00360147,05/03/07,TMAX,211
USC00367409,02/13/13,TMIN,-67
USC00367409,02/13/13,TMAX,22
USC00361480,05/03/08,TMAX,233
USC00360147,08/23/08,TMIN,128
USC00360147,08/23/08,TMAX,294
USC00361480,04/23/12,TMIN,0
USC00361480,06/28/15,TMAX,161
USC00368449,05/28/15,TMIN,178
USC00368469,01/01/09,TMIN,-128
USC00365790,12/25/15,TMIN,22
USC00365790,12/25/15,TMAX,161
USC00368449,10/03/07,TMAX,233
USC00367409,06/26/14,TMIN,178
USC00368449,10/03/07,TMIN,156
USC00367477,06/19/05,TMIN,89
USC00367409,06/26/14,TMAX,256
USC00367409,07/02/05,TMAX,289
USC00367409,07/02/05,TMIN,139
USC00364853,01/24/05,TMAX,-78
USC00368469,07/06/08,TMAX,267
USC00368469,07/06/08,TMIN,150
USC00368449,04/23/15,TMAX,83
USC00367409,09/04/12,TMAX,233
USC00360147,10/27/13,TMIN,17
USC00368449,04/23/15,TMIN,11
USC00367409,09/04/12,TMIN,194
USC00360147,10/27/13,TMAX,106
USC00364853,01/24/05,TMIN,-150
USC00367409,08/10/10,TMIN,156
USC00361480,08/14/08,TMAX,261
USC00365790,07/06/15,TMAX,261
USC00365790,07/06/15,TMIN,150
USC00367409,07/22/05,TMAX,294
USC00368469,03/05/05,TMIN,-128
USC00368469,03/05/05,TMAX,6
USC00365790,05/03/08,TMIN,50
USC00361480,08/18/13,TMIN,56
USC00361480,08/18/13,TMAX,256
USC00365790,05/03/08,TMAX,239
USC00367477,07/10/11,TMIN,100
USC00367477,07/10/11,TMAX,289
USC00367409,08/12/15,TMAX,278
USC00367409,08/11/08,TMIN,133
USC00367409,08/11/08,TMAX,250
USC00365109,08/23/08,TMIN,122
USC00361480,04/07/13,TMIN,-78
USC00365109,08/23/08,TMAX,311
USC00367409,08/10/10,TMAX,322
USC00361480,04/07/13,TMAX,122
USC00367409,11/26/14,TMAX,100
USC00367409,11/26/14,TMIN,-11
USC00367409,08/12/15,TMIN,156
USC00361480,08/14/08,TMIN,67
USC00360147,10/22/15,TMAX,217
USC00360147,10/22/15,TMIN,44
USC00367477,10/07/05,TMIN,117
USC00367477,10/07/05,TMAX,256
USC00368449,08/13/05,TMAX,333
USC00367477,04/12/11,TMIN,56
USC00361480,12/22/14,TMIN,-89
USC00361480,12/22/14,TMAX,-11
USC00360147,01/13/08,TMIN,-28
USC00368469,06/03/11,TMAX,233
USC00367477,10/31/12,TMAX,83
USC00367477,10/31/12,TMIN,17
USC00367477,04/12/11,TMAX,256
USC00368469,06/03/11,TMIN,56
USC00365790,05/14/10,TMIN,67
USC00365790,05/14/10,TMAX,150
USC00360147,08/07/06,TMAX,328
USC00360147,08/07/06,TMIN,200
USC00368469,12/08/07,TMIN,-72
USC00367409,12/12/05,TMAX,11
USC00368469,12/08/07,TMAX,6
USC00360147,01/13/08,TMAX,67
USC00368449,08/13/05,TMIN,206
USC00367409,06/22/05,TMAX,283
USC00365109,09/10/10,TMIN,122
USC00368449,04/05/07,TMIN,-28
USC00368449,04/05/07,TMAX,128
USC00367409,12/09/09,TMIN,-6
USC00367477,07/12/05,TMIN,100
USC00367409,12/09/09,TMAX,44
USC00367477,07/12/05,TMAX,306
USC00365790,11/03/08,TMAX,161
USC00365790,11/03/08,TMIN,6
USC00367477,08/29/10,TMAX,272
USC00368469,01/01/09,TMAX,11
USC00362629,03/02/08,TMAX,11
USC00361480,02/25/08,TMIN,-206
USC00367477,09/01/05,TMIN,128
USC00365109,07/26/10,TMAX,283
USC00365109,07/26/10,TMIN,156
USC00367477,08/29/10,TMIN,61
USC00361480,02/25/08,TMAX,61
USC00365109,09/10/10,TMAX,217
USC00367477,09/01/05,TMAX,217
USC00367409,06/22/05,TMIN,128
USC00362629,03/02/08,TMIN,-61
USC00362629,05/06/08,TMAX,233
USC00367409,07/22/15,TMAX,300
USC00368469,12/27/09,TMAX,44
USC00365109,09/27/10,TMAX,194
USC00368449,03/25/06,TMIN,-39
USC00368449,10/27/11,TMIN,78
USC00368449,10/27/11,TMAX,172
USC00368449,03/25/06,TMAX,44
USC00365790,12/14/07,TMAX,28
USC00365790,12/14/07,TMIN,-28
USC00367409,06/15/14,TMAX,178
USC00367477,01/01/06,TMAX,22
USC00368449,09/15/12,TMIN,100
USC00360147,02/22/08,TMIN,-144
USC00367477,01/01/06,TMIN,-6
USC00362629,03/11/06,TMIN,28
USC00362629,03/11/06,TMAX,144
USC00360147,02/22/08,TMAX,6
USC00368449,09/15/12,TMAX,261
USC00365790,09/28/07,TMIN,144
USC00365790,09/28/07,TMAX,278
USC00362629,03/18/06,TMAX,56
USC00365109,09/27/10,TMIN,100
USC00362629,03/18/06,TMIN,-72
USC00365109,07/22/05,TMAX,289
USC00365109,10/03/12,TMAX,222
USC00367477,10/05/06,TMAX,206
USC00365790,08/12/09,TMAX,289
USC00361480,02/25/11,TMAX,11
USC00368449,06/08/14,TMIN,139
USC00365790,08/12/09,TMIN,167
USC00365790,04/04/14,TMIN,50
USC00365790,04/04/14,TMAX,144
USC00365790,04/29/12,TMAX,100
USC00365790,04/29/12,TMIN,-39
USC00361480,10/05/10,TMAX,83
USC00361480,10/05/10,TMIN,61
USC00365790,05/09/05,TMAX,217
USC00365790,05/27/11,TMIN,150
USC00365790,05/27/11,TMAX,306
USC00367409,05/05/09,TMIN,83
USC00360147,10/18/06,TMIN,89
USC00360147,10/18/06,TMAX,156
USC00367409,05/05/09,TMAX,133
USC00365109,10/03/12,TMIN,133
USC00365109,07/22/05,TMIN,172
USC00367477,10/05/06,TMIN,83
USC00368449,08/25/12,TMIN,167
USC00367409,06/15/14,TMIN,94
USC00368449,11/08/13,TMIN,22
USC00367409,06/17/10,TMIN,178
USC00365790,03/30/07,TMIN,-61
USC00365790,03/30/07,TMAX,133
USC00360147,10/03/12,TMIN,128
USC00368449,02/27/07,TMIN,-22
USC00367409,06/17/10,TMAX,289
USC00360147,10/03/12,TMAX,167
USC00360147,04/17/11,TMIN,33
USC00360147,04/17/11,TMAX,106
USC00368449,02/27/07,TMAX,33
USC00367409,12/29/15,TMIN,6
USC00367409,12/29/15,TMAX,33
USC00361480,02/16/11,TMAX,33
USC00361480,02/16/11,TMIN,-89
USC00367409,10/04/13,TMIN,117
USC00367409,10/04/13,TMAX,244
USC00367477,08/19/08,TMAX,261
USC00367477,08/19/08,TMIN,111
USC00368449,11/08/13,TMAX,122
USC00368449,08/25/12,TMAX,278
USC00361480,03/09/12,TMIN,-17
USC00362629,04/07/07,TMIN,-72
USC00360147,03/03/13,TMIN,-50
USC00360147,03/03/13,TMAX,0
USC00365790,06/22/05,TMAX,278
USC00365790,01/29/15,TMAX,-17
USC00365790,06/22/05,TMIN,94
USC00365790,01/29/15,TMIN,-228
USC00368469,02/22/13,TMAX,0
USC00360147,07/10/15,TMIN,144
USC00368469,02/22/13,TMIN,-83
USC00365109,10/20/15,TMIN,-17
USC00361480,04/04/14,TMIN,6
USC00362629,04/07/07,TMAX,0
USC00361480,04/04/14,TMAX,139
USC00368469,04/28/09,TMAX,322
USC00368469,04/28/09,TMIN,94
USC00365109,10/20/15,TMAX,133
USC00360147,07/10/15,TMAX,267
USC00367409,05/18/09,TMIN,-6
USC00367409,05/18/09,TMAX,161
USC00361480,03/09/12,TMAX,150
USC00368449,06/08/14,TMAX,261
USC00361480,02/25/11,TMIN,-106
USC00365790,05/09/05,TMIN,17
USC00368449,09/09/07,TMIN,200
USC00361480,08/30/13,TMAX,306
USC00361480,08/30/13,TMIN,128
USC00365790,10/31/11,TMIN,-56
USC00362629,08/11/08,TMIN,122
USC00368469,12/09/07,TMAX,50
USC00368469,12/09/07,TMIN,-33
USC00364853,04/16/05,TMIN,-11
USC00367477,12/13/09,TMAX,17
USC00367477,10/10/12,TMAX,167
USC00367477,10/10/12,TMIN,28
USC00368469,04/17/10,TMIN,61
USC00362629,08/11/08,TMAX,233
USC00367477,12/13/09,TMIN,-117
USC00360147,01/02/11,TMAX,78
USC00368469,04/15/09,TMAX,94
USC00365109,03/03/13,TMIN,-50
USC00365109,03/03/13,TMAX,33
USC00361480,04/29/12,TMAX,100
USC00368449,09/09/07,TMAX,272
USC00367477,07/02/06,TMIN,94
USC00368469,10/13/05,TMIN,117
USC00365790,10/31/11,TMAX,61
USC00361480,04/07/11,TMAX,50
USC00365790,05/06/08,TMIN,17
USC00367477,04/27/05,TMIN,72
USC00367477,03/23/14,TMAX,89
USC00367477,03/23/14,TMIN,-50
USC00367477,04/27/05,TMAX,200
USC00367477,08/10/14,TMAX,267
USC00360147,04/25/08,TMAX,228
USC00360147,04/25/08,TMIN,56
USC00367477,08/10/14,TMIN,94
USC00364853,04/16/05,TMAX,189
USC00367477,10/21/12,TMIN,50
USC00367477,10/21/12,TMAX,111
USC00365790,11/04/07,TMAX,139
USC00368449,07/25/11,TMAX,322
USC00368449,07/25/11,TMIN,211
USC00361480,08/12/09,TMAX,278
USC00368469,10/13/05,TMAX,167
USC00361480,08/12/09,TMIN,161
USC00368469,04/17/10,TMAX,261
USC00361480,04/29/12,TMIN,-56
USC00368449,08/02/06,TMIN,244
USC00360147,01/02/11,TMIN,-17
USC00368469,08/06/09,TMIN,106
USC00368469,08/06/09,TMAX,283
USC00368449,07/18/15,TMIN,161
USC00368469,04/17/13,TMAX,222
USC00360147,11/25/10,TMIN,17
USC00360147,11/25/10,TMAX,61
USC00368469,04/17/13,TMIN,94
USC00360147,03/18/10,TMAX,167
USC00368469,02/17/12,TMIN,-6
USC00368469,02/17/12,TMAX,39
USC00368449,11/26/14,TMAX,89
USC00361480,12/09/09,TMIN,-39
USC00367477,12/30/15,TMAX,89
USC00361480,12/09/09,TMAX,33
USC00367477,12/30/15,TMIN,6
USC00368469,03/23/10,TMAX,128
USC00368469,03/23/10,TMIN,83
USC00368449,07/18/15,TMAX,261
USC00368449,11/26/14,TMIN,6
USC00362629,12/16/05,TMAX,-39
USC00362629,12/16/05,TMIN,-83
USC00367409,10/03/12,TMAX,178
USC00367409,08/28/10,TMAX,250
USC00368449,08/02/06,TMAX,333
USC00360147,05/08/12,TMIN,133
USC00360147,05/08/12,TMAX,183
USC00368469,09/10/05,TMAX,272
USC00368469,09/10/05,TMIN,117
USC00367477,07/02/06,TMAX,261
USC00368469,04/15/09,TMIN,44
USC00368449,03/19/13,TMIN,-28
USC00368449,03/19/13,TMAX,11
USC00365109,08/14/07,TMAX,300
USC00365790,08/30/13,TMAX,300
USC00360147,01/03/12,TMIN,-72
USC00365790,12/27/15,TMAX,100
USC00365790,12/27/15,TMIN,44
USC00361480,09/17/15,TMIN,56
USC00361480,09/17/15,TMAX,278
USC00360147,01/03/12,TMAX,0
USC00367409,08/28/10,TMIN,111
USC00360147,03/18/10,TMIN,-22
USC00367409,10/03/12,TMIN,133
USC00365790,08/30/13,TMIN,178
USC00365790,05/06/08,TMAX,206
USC00365109,05/05/09,TMIN,89
USC00368449,07/12/11,TMAX,328
USC00368469,01/30/08,TMAX,78
USC00360147,07/08/11,TMAX,306
USC00365790,03/19/15,TMAX,44
USC00365790,03/19/15,TMIN,-61
USC00367477,10/28/06,TMIN,28
USC00367477,10/28/06,TMAX,78
USC00368469,01/30/08,TMIN,-11
USC00360147,07/08/11,TMIN,183
USC00367477,10/14/15,TMAX,167
USC00367477,10/14/15,TMIN,94
USC00365790,06/30/14,TMAX,272
USC00368469,10/07/10,TMIN,78
USC00368469,10/07/10,TMAX,117
USC00365790,06/30/14,TMIN,172
USC00368449,07/24/06,TMIN,156
USC00368449,07/24/06,TMAX,250
USC00368469,09/23/12,TMAX,217
USC00365109,11/03/08,TMAX,100
USC00368469,09/23/12,TMIN,67
USC00367409,10/18/14,TMAX,206
USC00365790,03/11/06,TMIN,39
USC00367409,10/18/14,TMIN,111
USC00368449,02/27/08,TMIN,-33
USC00367477,11/27/09,TMIN,0
USC00367477,11/27/09,TMAX,94
USC00361480,05/27/11,TMIN,156
USC00361480,11/12/08,TMIN,-22
USC00361480,05/27/11,TMAX,267
USC00365109,11/01/12,TMAX,56
USC00365109,11/01/12,TMIN,28
USC00368449,04/03/07,TMAX,217
USC00360147,05/05/09,TMIN,83
USC00368449,04/03/07,TMIN,61
USC00360147,05/05/09,TMAX,128
USC00361480,06/26/14,TMIN,167
USC00361480,06/26/14,TMAX,267
USC00361480,12/27/09,TMAX,50
USC00360147,05/18/09,TMIN,11
USC00360147,10/04/13,TMIN,111
USC00361480,12/27/09,TMIN,-50
USC00360147,10/04/13,TMAX,239
USC00360147,05/18/09,TMAX,139
USC00368449,02/27/08,TMAX,17
USC00361480,11/12/08,TMAX,44
USC00360147,08/18/10,TMAX,272
USC00365109,11/03/08,TMIN,17
USC00365790,04/29/05,TMAX,161
USC00368469,01/21/05,TMIN,-178
USC00360147,03/18/06,TMAX,44
USC00360147,08/30/13,TMAX,300
USC00360147,03/18/06,TMIN,-50
USC00360147,08/30/13,TMIN,172
USC00367477,04/22/12,TMIN,28
USC00365790,04/29/05,TMIN,0
USC00365109,11/02/06,TMAX,172
USC00367477,07/20/15,TMIN,183
USC00367477,07/20/15,TMAX,306
USC00367477,04/22/12,TMAX,117
USC00365109,11/02/06,TMIN,22
USC00365790,07/31/05,TMAX,289
USC00367409,03/19/13,TMIN,-39
USC00368449,08/17/13,TMIN,122
USC00368449,08/17/13,TMAX,250
USC00367477,05/25/09,TMAX,261
USC00367409,03/19/13,TMAX,11
USC00365790,11/12/08,TMIN,-17
USC00365790,03/11/06,TMAX,183
USC00365790,01/27/05,TMIN,-167
USC00367477,03/10/10,TMAX,139
USC00367409,11/01/12,TMAX,56
USC00367409,11/01/12,TMIN,33
USC00367409,03/31/07,TMAX,217
USC00367409,03/31/07,TMIN,-28
USC00365790,07/06/08,TMAX,267
USC00365790,07/06/08,TMIN,122
USC00367477,09/01/09,TMAX,189
USC00360147,08/18/10,TMIN,156
USC00367477,09/01/09,TMIN,44
USC00365790,12/16/05,TMIN,-111
USC00365790,12/16/05,TMAX,-11
USC00362629,05/03/07,TMIN,28
USC00362629,05/03/07,TMAX,194
USC00365790,12/27/09,TMAX,56
USC00365790,12/27/09,TMIN,-56
USC00365790,08/23/08,TMIN,100
USC00365790,08/23/08,TMAX,294
USC00367477,03/10/10,TMIN,-72
USC00365790,01/27/05,TMAX,-6
USC00365790,11/12/08,TMAX,39
USC00365790,03/09/12,TMIN,-6
USC00360147,08/14/08,TMIN,122
USC00365790,03/09/12,TMAX,178
USC00367477,05/10/07,TMAX,283
USC00367477,08/26/10,TMAX,261
USC00360147,11/03/08,TMAX,122
USC00360147,11/03/08,TMIN,28
USC00360147,12/01/15,TMAX,44
USC00367477,08/26/10,TMIN,133
USC00368469,03/13/14,TMIN,-128
USC00360147,12/01/15,TMIN,-50
USC00368469,03/13/14,TMAX,39
USC00368469,03/27/13,TMAX,94
USC00368469,03/27/13,TMIN,-22
USC00367409,06/18/05,TMIN,106
USC00367409,06/18/05,TMAX,206
USC00361480,07/06/08,TMAX,267
USC00361480,07/06/08,TMIN,117
USC00361480,06/30/14,TMAX,267
USC00365109,05/18/09,TMIN,17
USC00365109,05/18/09,TMAX,167
USC00361480,06/30/14,TMIN,150
USC00365109,02/14/15,TMIN,-167
USC00367477,11/14/06,TMAX,72
USC00367477,05/03/15,TMAX,228
USC00365109,02/14/15,TMAX,-61
USC00365109,08/14/07,TMIN,122
USC00368449,07/12/11,TMIN,217
USC00368469,04/19/06,TMIN,33
USC00368469,04/19/06,TMAX,239
USC00367477,09/04/12,TMAX,283
USC00367477,09/04/12,TMIN,178
USC00367477,11/28/15,TMIN,78
USC00368469,05/17/12,TMAX,267
USC00367477,11/28/15,TMAX,167
USC00368449,11/29/14,TMIN,-56
USC00368469,05/17/12,TMIN,39
USC00368469,04/12/14,TMAX,89
USC00368469,04/12/14,TMIN,33
USC00368449,11/29/14,TMAX,-22
USC00365790,06/26/14,TMIN,178
USC00365790,06/26/14,TMAX,300
USC00367477,05/10/07,TMIN,50
USC00367477,10/08/07,TMIN,139
USC00367477,10/08/07,TMAX,289
USC00367477,05/03/15,TMIN,11
USC00365109,10/04/13,TMIN,117
USC00365109,10/04/13,TMAX,272
USC00360147,11/01/12,TMAX,56
USC00368469,06/22/08,TMAX,261
USC00368469,06/22/08,TMIN,111
USC00368449,06/28/08,TMAX,267
USC00368449,06/28/08,TMIN,194
USC00368469,08/10/15,TMAX,283
USC00365790,10/03/05,TMAX,272
USC00368469,08/10/15,TMIN,156
USC00365790,10/03/05,TMIN,44
USC00368469,06/17/07,TMAX,283
USC00368469,08/25/11,TMIN,111
USC00368469,08/25/11,TMAX,267
USC00368469,06/17/07,TMIN,128
USC00360147,11/02/06,TMAX,144
USC00360147,11/02/06,TMIN,22
USC00367409,01/09/11,TMIN,-94
USC00367409,01/09/11,TMAX,-39
USC00367477,03/09/13,TMAX,61
USC00367477,03/09/13,TMIN,-72
USC00360147,08/14/08,TMAX,256
USC00365790,02/16/11,TMIN,-89
USC00365790,02/16/11,TMAX,6
USC00367477,07/29/10,TMIN,133
USC00368469,01/26/09,TMIN,-167
USC00360147,11/01/12,TMIN,28
USC00365790,07/01/05,TMAX,311
USC00367477,02/27/10,TMIN,-78
USC00367477,11/14/06,TMIN,33
USC00368449,06/15/08,TMAX,250
USC00368449,06/15/08,TMIN,156
USC00368469,05/01/07,TMAX,217
USC00368449,04/11/10,TMIN,56
USC00368449,04/11/10,TMAX,167
USC00365109,05/05/09,TMAX,117
USC00367477,02/27/10,TMAX,-22
USC00368469,02/13/13,TMAX,11
USC00365790,07/01/05,TMIN,167
USC00368449,04/20/10,TMAX,172
USC00368449,04/20/10,TMIN,22
USC00368449,07/24/10,TMIN,222
USC00368449,07/24/10,TMAX,339
USC00368469,05/01/07,TMIN,61
USC00367477,07/29/10,TMAX,294
USC00368469,01/26/09,TMAX,-50
USC00368469,02/13/13,TMIN,-72
USC00365790,11/04/07,TMIN,-61
USC00365109,03/31/07,TMIN,-33
USC00361480,04/07/11,TMIN,-61
USC00362629,06/12/05,TMAX,300
USC00362629,06/12/05,TMIN,200
USC00368449,01/13/12,TMAX,61
USC00367477,04/23/05,TMAX,106
USC00368449,10/05/07,TMIN,156
USC00368469,04/28/14,TMAX,189
USC00360147,03/21/10,TMIN,17
USC00368469,04/28/14,TMIN,0
USC00365109,06/27/05,TMIN,194
USC00360147,03/21/10,TMAX,194
USC00360147,12/13/07,TMIN,-28
USC00365109,02/22/08,TMIN,-133
USC00360147,12/13/07,TMAX,56
USC00365790,10/02/07,TMIN,67
USC00365109,02/22/08,TMAX,-22
USC00368449,10/05/07,TMAX,289
USC00367477,11/14/05,TMIN,-11
USC00367477,11/14/05,TMAX,161
USC00365790,10/02/07,TMAX,217
USC00367477,04/11/14,TMIN,-39
USC00361480,02/13/13,TMIN,-94
USC00365109,06/27/05,TMAX,344
USC00368449,01/13/12,TMIN,-50
USC00365109,12/24/08,TMAX,-11
USC00368449,01/31/07,TMIN,-111
USC00367477,02/21/13,TMAX,-61
USC00367477,02/21/13,TMIN,-94
USC00367409,04/12/12,TMAX,94
USC00368449,05/18/09,TMIN,39
USC00368449,04/27/08,TMIN,106
USC00368449,04/27/08,TMAX,272
USC00367477,11/07/08,TMIN,0
USC00367477,04/11/14,TMAX,200
USC00368449,05/18/09,TMAX,150
USC00367409,04/12/12,TMIN,6
USC00368469,03/03/11,TMIN,-117
USC00368469,03/03/11,TMAX,61
USC00367477,04/16/13,TMAX,206
USC00367477,04/16/13,TMIN,83
USC00367477,01/25/09,TMAX,-78
USC00367477,01/25/09,TMIN,-189
USC00367477,11/07/08,TMAX,222
USC00368449,01/31/07,TMAX,-17
USC00360147,08/11/11,TMIN,144
USC00361480,02/13/13,TMAX,17
USC00368449,06/27/15,TMIN,172
USC00367409,09/21/11,TMIN,144
USC00360147,06/15/14,TMAX,178
USC00364853,03/11/06,TMIN,72
USC00364853,03/11/06,TMAX,172
USC00367477,10/11/06,TMAX,217
USC00360147,06/15/14,TMIN,89
USC00365790,08/01/05,TMAX,300
USC00367477,10/11/06,TMIN,56
USC00361480,04/17/12,TMAX,311
USC00365109,01/03/12,TMIN,-61
USC00361480,03/05/10,TMAX,17
USC00368449,10/12/14,TMIN,33
USC00361480,04/17/12,TMIN,56
USC00368449,10/12/14,TMAX,161
USC00361480,03/05/10,TMIN,-139
USC00365109,01/03/12,TMAX,22
USC00367477,04/23/05,TMIN,28
USC00368469,10/31/07,TMIN,0
USC00365790,11/13/11,TMAX,133
USC00367409,09/21/11,TMAX,239
USC00368449,06/27/15,TMAX,244
USC00365790,01/18/08,TMIN,-39
USC00368449,05/21/11,TMIN,111
USC00368449,02/25/07,TMAX,28
USC00365109,06/11/05,TMAX,311
USC00365109,06/11/05,TMIN,206
USC00368449,02/25/07,TMIN,-122
USC00360147,06/19/08,TMIN,89
USC00365109,03/11/06,TMIN,56
USC00365109,03/11/06,TMAX,183
USC00360147,06/19/08,TMAX,200
USC00367409,04/21/14,TMAX,211
USC00362629,12/09/05,TMAX,-28
USC00362629,12/09/05,TMIN,-144
USC00365790,11/17/11,TMIN,17
USC00365790,11/17/11,TMAX,117
USC00360147,11/15/15,TMIN,-11
USC00360147,11/15/15,TMAX,56
USC00367409,04/21/14,TMIN,17
USC00365109,09/18/11,TMIN,78
USC00365790,01/18/08,TMAX,-17
USC00365109,09/18/11,TMAX,178
USC00368449,05/21/11,TMAX,211
USC00360147,08/11/11,TMAX,278
USC00367477,04/06/13,TMAX,106
USC00367477,04/06/13,TMIN,-67
USC00365109,01/19/08,TMAX,44
USC00365109,01/19/08,TMIN,-106
USC00367477,01/13/07,TMIN,33
USC00365790,02/20/12,TMAX,44
USC00367477,03/21/05,TMAX,50
USC00365790,02/20/12,TMIN,-50
USC00367477,01/13/07,TMAX,100
USC00367477,03/26/13,TMAX,33
USC00368469,08/30/13,TMAX,311
USC00367409,04/21/15,TMAX,206
USC00368469,08/30/13,TMIN,167
USC00367477,03/26/13,TMIN,-28
USC00368469,01/28/07,TMAX,44
USC00368469,01/28/15,TMIN,-200
USC00367409,04/21/15,TMIN,72
USC00368469,01/28/07,TMIN,-39
USC00365109,03/18/10,TMIN,-28
USC00365109,03/18/10,TMAX,194
USC00368469,01/28/15,TMAX,-11
USC00368469,10/10/15,TMAX,189
USC00361480,11/13/11,TMAX,144
USC00368469,10/10/15,TMIN,39
USC00368469,10/22/12,TMIN,33
USC00368469,12/27/09,TMIN,-11
USC00368449,09/21/13,TMAX,250
USC00368449,09/21/13,TMIN,117
USC00367409,09/18/11,TMIN,67
USC00367409,09/18/11,TMAX,178
USC00367477,10/14/14,TMAX,194
USC00367477,10/14/14,TMIN,117
USC00367477,04/09/11,TMAX,56
USC00367477,04/09/11,TMIN,33
USC00365790,05/29/11,TMAX,267
USC00365790,05/29/11,TMIN,156
USC00360147,12/16/05,TMIN,-117
USC00367409,04/17/11,TMIN,44
USC00367409,04/17/11,TMAX,100
USC00360147,04/04/14,TMIN,28
USC00360147,04/04/14,TMAX,161
USC00368469,01/22/05,TMAX,-67
USC00368469,01/22/05,TMIN,-183
USC00367477,03/21/05,TMIN,0
USC00368469,10/22/12,TMAX,161
USC00367409,01/24/07,TMIN,-28
USC00367409,01/24/07,TMAX,6
USC00362629,08/14/08,TMAX,250
USC00368449,01/06/11,TMAX,-11
USC00368449,01/06/11,TMIN,-83
USC00368469,10/09/14,TMAX,189
USC00368469,10/09/14,TMIN,22
USC00368469,07/09/15,TMIN,161
USC00368469,07/09/15,TMAX,233
USC00367477,08/25/08,TMAX,289
USC00361480,08/11/15,TMIN,144
USC00360147,02/03/07,TMIN,-128
USC00367477,11/02/07,TMAX,117
USC00360147,02/03/07,TMAX,11
USC00361480,08/11/15,TMAX,267
USC00367477,11/02/07,TMIN,-44
USC00367477,08/25/08,TMIN,128
USC00367477,01/25/15,TMIN,-50
USC00365790,02/13/13,TMIN,-89
USC00365790,02/13/13,TMAX,6
USC00365109,12/24/08,TMIN,-122
USC00367477,01/25/15,TMAX,-11
USC00368449,07/02/08,TMAX,228
USC00368449,07/02/08,TMIN,133
USC00368469,10/27/13,TMAX,111
USC00368469,10/27/13,TMIN,-17
USC00362629,08/14/08,TMIN,117
USC00361480,11/13/11,TMIN,-61
USC00367409,04/04/15,TMAX,150
USC00367409,04/04/15,TMIN,44
USC00362629,07/23/05,TMIN,161
USC00362629,07/23/05,TMAX,289
USC00368449,10/03/12,TMIN,144
USC00367409,03/11/06,TMIN,50
USC00367409,03/11/06,TMAX,172
USC00367409,01/24/05,TMAX,-83
USC00368449,10/03/12,TMAX,172
USC00367477,04/05/08,TMAX,128
USC00368469,02/28/10,TMIN,-44
USC00368469,02/28/10,TMAX,22
USC00361480,01/16/12,TMAX,-39
USC00368469,05/13/07,TMAX,200
USC00361480,01/16/12,TMIN,-167
USC00360147,06/19/14,TMIN,200
USC00368469,05/13/07,TMIN,22
USC00360147,06/19/14,TMAX,294
USC00367477,04/05/08,TMIN,22
USC00367409,01/24/05,TMIN,-189
USC00365790,11/13/11,TMIN,-44
USC00365790,10/31/08,TMIN,-44
USC00361480,10/31/08,TMIN,-50
USC00361480,10/31/08,TMAX,94
USC00365109,04/17/11,TMIN,50
USC00365109,04/17/11,TMAX,117
USC00367477,04/18/05,TMAX,217
USC00365109,06/15/14,TMAX,200
USC00365109,01/13/08,TMAX,83
USC00365109,06/15/14,TMIN,89
USC00362629,03/06/07,TMIN,-156
USC00365790,03/18/06,TMAX,67
USC00365790,03/18/06,TMIN,-61
USC00365109,01/13/08,TMIN,-39
USC00365109,05/17/15,TMIN,144
USC00368469,10/03/14,TMAX,211
USC00365109,05/17/15,TMAX,278
USC00368469,10/03/14,TMIN,111
USC00367409,03/03/13,TMIN,-56
USC00367409,03/03/13,TMAX,11
USC00362629,03/06/07,TMAX,11
USC00365790,11/01/12,TMIN,17
USC00368449,08/07/06,TMAX,306
USC00365790,11/01/12,TMAX,39
USC00360147,08/14/07,TMAX,267
